Customer_ID,Order_ID,Product_ID,Store_ID,Customer_Name,Age,Gender,Phone,Email,City,State,Pincode,Address,Product_Name,Category,Brand,Size,Color,Material,Order_Date,Quantity,Price_Per_Unit,Discount,Total_Price,GST,Payment_Method,Transaction_ID,Shipping_Provider,Shipping_Cost,Delivery_Status,Estimated_Delivery,Actual_Delivery,Store_City,Store_State,Return_Status,Review_Rating,Customer_Loyalty,Referred_By
1a66dccd,df7a341c-a,P2311,S10,Krisha Ratti,21,Other,4175081289,chaturaluthra@example.com,Kamarhati,Uttarakhand,799835,"73/81
Kumer Zila, Bhubaneswar 279723",Salwar,Men,Manyavar,XXL,White,Linen,2024-04-15,5,3808.67,0.16,15996.41,799.82,Cash on Delivery,14e19ee5-fe6,BlueDart,108.71,Cancelled,2024-04-18,2024-04-16,Korba,Andhra Pradesh,Not Returned,4.5,Platinum,
a27bab63,4940a4f8-3,P9842,S5,Vanya Dass,32,Female,+914084386741,chakrika30@example.net,Bulandshahr,Manipur,546991,"H.No. 825
Natarajan Zila, Ambattur 822253",Wrap Dress,Women,Soch,M,Red,Rayon,2024-10-15,1,4578.23,0.17,3799.93,190.0,Debit Card,e038ae5b-8e8,India Post,146.88,Cancelled,2024-10-18,2024-10-19,Dehri,Bihar,Not Returned,3.6,Platinum,
3dc7797c,1d44f1bc-a,P8066,S7,Irya Mani,33,Male,8561773836,devikabhandari@example.com,Aligarh,Himachal Pradesh,797179,"517
Agate Road
Pune 732888",Kaftan Dress,Men,W,M,Maroon,Georgette,2024-11-02,5,560.89,0.25,2103.34,105.17,Credit Card,2e3f131e-fd0,Delhivery,61.58,In Transit,2024-11-09,2024-11-08,Anantapur,Meghalaya,Not Returned,2.0,Bronze,
f70d9aaa,2f722335-4,P8252,S4,Priya Sethi,32,Male,0588468558,niharikakakar@example.org,Alwar,Chhattisgarh,195809,"11/529
Ravi Ganj
Mira-Bhayandar-918869",Overcoat,Men,Utsa,L,Green,Cotton,2025-03-06,1,4926.9,0.05,4680.55,234.03,Net Banking,75f9f425-1df,BlueDart,60.77,Pending,2025-03-10,2025-03-11,Jamshedpur,Andhra Pradesh,Returned,2.5,Silver,
b39a256b,864359f3-b,P1982,S7,Shravya Sankar,32,Male,+911878276011,dattaneha@example.org,Jhansi,Uttarakhand,438318,"635
Keer Chowk
Srinagar-427691",Salwar,Kids,FabIndia,L,Black,Chiffon,2024-11-06,5,4818.71,0.3,16865.48,843.27,Net Banking,c4007202-3f4,Delhivery,113.63,Pending,2024-11-09,2024-11-10,Gaya,Odisha,Not Returned,1.5,Bronze,Upasna Chada
3de26292,25acc039-d,P9250,S2,Wahab Saha,23,Other,2977808058,varughesealka@example.com,Jalna,Jharkhand,688636,"H.No. 47
Hari Chowk, Bangalore-012779",Blouse,Kids,Biba,L,Yellow,Chiffon,2024-11-10,2,1401.42,0.14,2410.44,120.52,Net Banking,8365a53e-b1e,Ecom Express,119.34,In Transit,2024-11-13,2024-11-15,Pali,Mizoram,Not Returned,1.7,Platinum,
7f14d834,bf34daff-f,P8360,S5,Hemani Bajwa,31,Male,09943326124,vvora@example.com,Rourkela,Rajasthan,684263,"717
Gala Zila, Bhilai-856809",Blouse,Women,W,XL,White,Silk,2024-09-19,3,2977.01,0.13,7770.0,388.5,Credit Card,24dcb71b-3e1,India Post,96.76,Pending,2024-09-22,2024-09-20,Patiala,Himachal Pradesh,Returned,2.9,Gold,
5848f5fd,be8e1c7c-a,P6182,S9,Zehaan Mahal,58,Male,05551834224,idhawan@example.com,Jehanabad,Tripura,897500,"00
Bahri Zila
Gwalior 140284",T-Shirts,Men,Soch,L,Black,Cotton,2025-03-02,1,2781.56,0.19,2253.06,112.65,Net Banking,f766743c-e61,Delhivery,62.59,Cancelled,2025-03-09,2025-03-10,Delhi,Telangana,Returned,1.6,Silver,
9bd732e9,cb0da5ad-4,P1983,S8,Ubika Peri,36,Other,+911826232677,kadekashish@example.com,Junagadh,Tamil Nadu,351055,"14/624, Dugar Marg, Srikakulam-277959",Denim Jacket,Kids,Biba,XXL,Maroon,Cotton,2024-05-25,2,2517.6,0.17,4179.22,208.96,Credit Card,111997d2-853,BlueDart,60.37,Delivered,2024-05-29,2024-05-29,Hindupur,Meghalaya,Returned,4.5,Bronze,Zaid Madan
708a4f15,f0872a1d-8,P6600,S4,Gagan Pathak,52,Male,+916283513388,sarannoah@example.org,Noida,Mizoram,991910,"01/064
Issac Chowk
Kolkata 196180",Kaftan Dress,Kids,Manyavar,XS,Yellow,Georgette,2024-10-29,5,2115.91,0.14,9098.41,454.92,UPI,4ab2d3b9-22e,Shadowfax,79.95,Pending,2024-11-04,2024-11-06,Muzaffarnagar,Chhattisgarh,Returned,3.4,Gold,
8c54f49d,530be5e2-4,P5210,S2,Laksh Gara,54,Male,+913829548822,dattayochana@example.com,Karawal Nagar,Tamil Nadu,971981,"24, Chada Path, Junagadh-534377",Capes,Women,Utsa,L,Green,Georgette,2025-03-31,4,4867.67,0.19,15771.25,788.56,UPI,bcf270fb-99f,BlueDart,112.68,Delivered,2025-04-04,2025-04-05,Barasat,Kerala,Not Returned,3.4,Gold,
40e67380,da868142-0,P8407,S4,Anjali Bhakta,39,Female,04399886055,yuvraj75@example.com,Tiruppur,Tamil Nadu,702993,"219, Magar Road
Aurangabad 202397",Sari Gown,Women,Manyavar,M,Blue,Chiffon,2024-09-12,2,2301.17,0.14,3958.01,197.9,UPI,717cab51-c30,Shadowfax,133.89,Pending,2024-09-16,2024-09-16,Sambalpur,Himachal Pradesh,Returned,3.8,Gold,
fdfee4d3,257344de-b,P6514,S3,Chaitanya Tiwari,42,Other,01639222501,hoza@example.net,Bhusawal,Haryana,658301,"22/69
D’Alia Nagar
Dhule 745556",Vest,Women,W,L,Maroon,Chiffon,2024-09-02,5,4728.8,0.03,22934.68,1146.73,Credit Card,f27bc9c0-02b,Delhivery,55.01,Pending,2024-09-05,2024-09-07,North Dumdum,Telangana,Not Returned,3.7,Silver,
90492a57,16aed30a-a,P5638,S6,Jason Nadkarni,25,Other,03356290379,lnaik@example.net,Mumbai,Odisha,368987,"124, Desai Street
Chandrapur 110363",T-Shirts,Men,W,L,White,Linen,2024-05-23,3,3377.57,0.2,8106.17,405.31,Cash on Delivery,019a11b5-36d,Shadowfax,147.73,Pending,2024-05-29,2024-05-27,Madhyamgram,Madhya Pradesh,Not Returned,4.5,Gold,
6f74ea68,c8edfe72-8,P7578,S10,Ganga Sidhu,54,Female,+911554094306,wridesh75@example.net,Kollam,Tamil Nadu,880286,"24/037, Purohit
Akola 327400",Sari Gown,Kids,Soch,M,Blue,Silk,2024-05-26,1,1164.44,0.19,943.2,47.16,Cash on Delivery,80eaa906-680,Delhivery,81.65,Pending,2024-05-30,2024-05-29,Aurangabad,Karnataka,Not Returned,2.7,Silver,
94137255,375d7631-0,P8819,S2,Yamini Ahluwalia,53,Male,0197559291,urvashi55@example.net,Bijapur,Nagaland,729054,"H.No. 62, Gokhale Chowk, Serampore-975009",Tunic,Women,Biba,M,Blue,Chiffon,2024-10-18,4,1231.42,0.22,3842.03,192.1,Debit Card,4aacf96b-c30,India Post,52.21,Cancelled,2024-10-21,2024-10-19,Bahraich,Maharashtra,Returned,3.1,Gold,
d67a8a90,c901a2bc-8,P5231,S9,Pranit Tiwari,23,Female,+916664915984,pkhare@example.org,Khammam,Bihar,327248,"42/30
Wason
Ahmednagar 126135",A-line Dress,Women,Soch,L,Red,Silk,2024-05-19,1,4111.32,0.04,3946.87,197.34,Credit Card,f6b2f229-a0d,Shadowfax,97.57,Pending,2024-05-23,2024-05-23,Kamarhati,Assam,Returned,3.5,Platinum,
c41a872c,fce00dee-9,P5275,S9,Pallavi Pillay,60,Other,5014071437,golehredhaan@example.com,Pimpri-Chinchwad,West Bengal,287254,"567
Parmar Road, Mathura 757057",Culottes,Kids,FabIndia,XS,White,Linen,2024-10-16,5,2770.18,0.11,12327.3,616.37,UPI,d99573df-b9a,India Post,30.91,Cancelled,2024-10-20,2024-10-18,Jorhat,Bihar,Not Returned,2.8,Bronze,
8a17b659,cc088021-8,P6940,S8,Sudiksha Viswanathan,51,Other,4829668579,jlal@example.net,Panihati,Rajasthan,766000,"93/332
Kothari Chowk, Bhubaneswar-636749",Petticoat,Kids,W,XXL,Red,Silk,2024-05-20,2,1836.41,0.24,2791.34,139.57,Debit Card,19a899ae-6e0,India Post,78.37,In Transit,2024-05-26,2024-05-24,Miryalaguda,Gujarat,Returned,3.0,Platinum,Vasudha Golla
f25bf5f9,6a4a6660-2,P6373,S10,Jonathan Kata,23,Female,1651068054,yashica56@example.org,Tenali,Meghalaya,256455,"769, Badal Nagar
Thiruvananthapuram-406770",Tunics,Men,Utsa,XL,Black,Cotton,2024-12-01,5,895.0,0.1,4027.5,201.38,Net Banking,63cfb2c3-7b3,Ecom Express,79.91,Delivered,2024-12-06,2024-12-06,Guntur,Rajasthan,Not Returned,1.2,Gold,Anmol Kunda
6749a16a,4d0c1048-3,P6441,S8,Madhav Narang,37,Female,6808673622,xpant@example.net,Kalyan-Dombivli,Uttarakhand,784145,"H.No. 28, Sane Circle
Jamalpur-385310",Sherwani,Men,Utsa,L,White,Rayon,2025-03-25,2,2037.52,0.05,3871.29,193.56,Credit Card,f428e870-c98,India Post,41.9,In Transit,2025-04-01,2025-03-30,Khandwa,Telangana,Not Returned,2.2,Platinum,
c69a9ecf,45b2b3a9-3,P6478,S5,Dayita Parmer,56,Other,+917286430582,varmabarkha@example.org,Korba,Bihar,772333,"75
Bawa Circle
Nizamabad 432066",Kimono,Women,FabIndia,XXL,Yellow,Georgette,2024-07-03,1,1448.68,0.06,1361.76,68.09,Net Banking,4fa20f9f-8cb,BlueDart,100.66,Delivered,2024-07-09,2024-07-11,Sangli-Miraj & Kupwad,Tripura,Not Returned,1.9,Silver,
4f3a2fe7,da247cb6-e,P1146,S8,Theodore Patla,60,Male,4095598461,jpant@example.org,North Dumdum,Chhattisgarh,723278,"013
Bhalla Marg, Chinsurah-887343",Flared Pants,Men,FabIndia,XS,Red,Linen,2025-01-23,3,4462.02,0.27,9771.82,488.59,Cash on Delivery,e05a4e61-c32,Delhivery,110.4,In Transit,2025-01-30,2025-01-29,Bulandshahr,Andhra Pradesh,Not Returned,3.0,Platinum,
3d7368e1,46e3e2b6-f,P4388,S7,Shravya Manda,26,Other,03388568340,naveenmajumdar@example.com,Ambala,Andhra Pradesh,149961,"33/30, Krish Marg
Gurgaon-475822",Anarkali,Kids,Biba,S,Black,Chiffon,2024-06-12,5,1581.98,0.21,6248.82,312.44,UPI,9da2b7b2-db3,India Post,38.77,Cancelled,2024-06-18,2024-06-18,Gandhinagar,Mizoram,Returned,1.0,Platinum,
e3675bd2,aaff54cd-7,P4109,S5,Amrita Iyengar,62,Female,+916599100672,mannejack@example.org,Panihati,Punjab,962381,"14/75, Yohannan Ganj, Bhilwara-283398",Raincoat,Men,Biba,XXL,Black,Rayon,2024-04-27,5,1874.68,0.27,6842.58,342.13,Net Banking,174e1653-c9c,BlueDart,40.82,Cancelled,2024-05-04,2024-05-04,Coimbatore,Gujarat,Returned,4.9,Bronze,
7d0d8c1f,6c6ae65e-e,P7115,S2,Yatan Basak,40,Female,02585388000,balveer91@example.net,Baranagar,Nagaland,891750,"40, Bal Zila, Nagaon 349578",Lehenga,Women,Manyavar,XS,Black,Silk,2025-01-18,4,1155.41,0.17,3835.96,191.8,Credit Card,e6a1d162-fe1,Delhivery,30.27,Cancelled,2025-01-22,2025-01-24,Ongole,Andhra Pradesh,Not Returned,4.9,Bronze,Hemal Sem
f4f33e6e,a1dad2b6-9,P5095,S2,Omya Dugal,39,Female,7876956372,pallanihal@example.com,Arrah,Odisha,744558,"H.No. 68, Kulkarni, Giridih 259447",Midi Dress,Kids,Biba,L,Black,Silk,2024-05-12,3,4221.73,0.15,10765.41,538.27,UPI,0bd3b7b9-4a4,Ecom Express,107.16,Delivered,2024-05-16,2024-05-15,Kirari Suleman Nagar,Manipur,Returned,3.7,Platinum,
22df1548,92faa45e-e,P4979,S1,Ethan Brahmbhatt,51,Male,03553647148,ishaanatwal@example.net,Bhubaneswar,Chhattisgarh,359746,"H.No. 020
Dyal
Kakinada 011016",Tunic,Men,Biba,XS,White,Georgette,2024-12-27,1,4025.84,0.3,2818.09,140.9,Net Banking,eaf262ac-c63,Shadowfax,49.02,In Transit,2024-12-31,2024-12-30,Kurnool,Madhya Pradesh,Not Returned,3.8,Platinum,
5ba89fe4,6d1747ac-9,P7942,S3,Nakul Nazareth,61,Male,01242945885,ysalvi@example.org,Bharatpur,Nagaland,659548,"59/975, Kari Ganj
Bidhannagar 455362",Salwar,Men,Soch,S,Maroon,Linen,2024-08-31,3,3263.73,0.09,8909.98,445.5,Net Banking,428f538c-331,Delhivery,97.02,Delivered,2024-09-03,2024-09-02,Ramgarh,Bihar,Returned,1.3,Silver,
1fc7a723,3f6597ff-1,P4649,S3,Devika Rao,26,Other,03739765466,janyavyas@example.net,Chennai,Maharashtra,589606,"H.No. 596, Sinha, Bilaspur 738794",Churidar,Women,Soch,S,White,Georgette,2025-02-13,1,1850.99,0.07,1721.42,86.07,Credit Card,93bb71f9-0e2,India Post,45.73,In Transit,2025-02-16,2025-02-15,Ulhasnagar,Madhya Pradesh,Not Returned,2.2,Gold,
14565b11,fa11b813-7,P2982,S1,Siya Bava,55,Female,+912324832559,ekapadgandhi@example.com,Proddatur,Kerala,158264,"20, Hora Nagar
Bhiwani 208822",Tweed Coat,Kids,Utsa,XS,Blue,Rayon,2024-07-03,1,4584.79,0.1,4126.31,206.32,Credit Card,a42d7e70-e08,India Post,128.65,Delivered,2024-07-06,2024-07-05,Bareilly,Odisha,Returned,1.7,Bronze,
11b3e117,654e9b8b-8,P4957,S4,Kamala Devan,27,Male,6773336210,ekavirgala@example.net,Sangli-Miraj & Kupwad,Haryana,287829,"H.No. 00
Zacharia Zila, Aurangabad 517015",Poncho,Women,W,L,Blue,Cotton,2024-05-04,3,3924.69,0.18,9654.74,482.74,Cash on Delivery,26ed4bd5-aac,India Post,81.59,Cancelled,2024-05-08,2024-05-06,Thiruvananthapuram,Kerala,Not Returned,1.6,Gold,
dac6200e,e23d34cc-2,P1715,S5,Triya Chadha,43,Other,+919295398117,sudikshapandey@example.com,Mangalore,Kerala,889180,"21
Korpal Zila
Jaunpur-872392",Skirt,Men,Biba,L,Yellow,Georgette,2024-05-23,4,996.61,0.13,3468.2,173.41,Credit Card,880882fa-36e,Ecom Express,71.4,Delivered,2024-05-28,2024-05-30,Nagpur,Manipur,Not Returned,2.7,Platinum,
a263d250,ac1164f9-2,P7796,S1,Mugdha Ghose,63,Male,02882667519,zverma@example.org,Gwalior,Bihar,642134,"27/80, Chopra Nagar, Ranchi 015796",Vest,Kids,Soch,L,Green,Linen,2024-07-07,4,2201.38,0.13,7660.8,383.04,UPI,240371d1-927,Shadowfax,52.21,Delivered,2024-07-11,2024-07-11,Tinsukia,Goa,Not Returned,3.1,Gold,
0c52bba6,56b123b4-7,P7738,S8,Harita Dube,44,Male,+918369165406,upadhriti19@example.com,Srinagar,Madhya Pradesh,839094,"H.No. 599
Goyal Nagar, Begusarai 531798",Suits,Women,Soch,M,Green,Rayon,2025-01-22,5,1422.28,0.17,5902.46,295.12,Debit Card,9cc58d34-859,BlueDart,52.12,Delivered,2025-01-29,2025-01-30,Hazaribagh,Assam,Not Returned,4.3,Platinum,Madhav Dutta
1260f8e6,5d94982e-3,P7336,S2,Yuvraj Bhatti,35,Male,04076260215,oscarsawhney@example.org,Aizawl,Goa,521861,"H.No. 575, Walia Road
Fatehpur 706640",Pants,Kids,Utsa,XS,Black,Chiffon,2024-05-18,1,4746.3,0.14,4081.82,204.09,Credit Card,19a41cfb-fbb,Delhivery,98.44,In Transit,2024-05-23,2024-05-23,Kamarhati,Chhattisgarh,Returned,4.1,Silver,
a147cb8d,74afde50-2,P8802,S9,Vasana Merchant,20,Other,+915856598077,lsrivastava@example.com,Anantapuram,Haryana,523188,"86/075
Sinha Road
Dhule-162592",Skirt,Kids,W,S,Maroon,Rayon,2024-12-14,3,2511.52,0.06,7082.49,354.12,Net Banking,eb00666b-0ca,Delhivery,131.97,Cancelled,2024-12-20,2024-12-21,Berhampur,Manipur,Returned,3.1,Silver,
2e7d497e,692e91cc-d,P2363,S4,Charan Rout,18,Male,8707164639,ekiyasagar@example.com,Aizawl,Karnataka,220429,"19/88
Setty Road
Kamarhati 520487",Sweater,Men,Biba,XS,Maroon,Silk,2025-01-04,3,1093.47,0.06,3083.59,154.18,Credit Card,1dafc769-289,Shadowfax,37.89,In Transit,2025-01-07,2025-01-07,Bhubaneswar,Goa,Returned,2.7,Silver,Sanaya Setty
60a04623,8208a4c8-4,P7398,S4,Aarnav Amble,34,Female,06681292278,tanmayidua@example.org,Kumbakonam,Goa,264346,"35, Talwar Circle, Medininagar 802781",Maxi Dress,Women,Manyavar,XS,Maroon,Georgette,2024-12-21,3,1293.76,0.13,3376.71,168.84,Net Banking,4679873e-031,Shadowfax,39.82,Cancelled,2024-12-24,2024-12-26,Ongole,Himachal Pradesh,Returned,4.4,Bronze,
3ff8fcc6,6d230650-a,P3641,S10,Urmi Mani,48,Female,2386418885,korpaljalsa@example.org,Bhimavaram,Assam,326221,"H.No. 86, Tripathi Chowk, Bikaner-262501",Poncho,Kids,Utsa,S,White,Cotton,2024-12-18,4,3263.11,0.17,10833.53,541.68,Debit Card,d6e44883-b45,BlueDart,30.76,In Transit,2024-12-24,2024-12-25,Ratlam,Meghalaya,Returned,4.2,Bronze,
f0b5eefe,a53a1f84-f,P9193,S7,Ronith Chandra,19,Female,03753507079,chaudhrymaanav@example.org,Jodhpur,Meghalaya,056188,"84
Doctor, Srinagar 145274",Denim Jacket,Men,Biba,XL,Red,Silk,2025-02-11,2,4353.22,0.2,6965.15,348.26,Net Banking,d888c828-cdb,Shadowfax,141.39,Pending,2025-02-18,2025-02-17,Chennai,Nagaland,Not Returned,1.4,Silver,Jeevika Gola
3efa8d59,9555a6f0-a,P8259,S1,Gavin Solanki,30,Other,+917826008325,xalakprakash@example.org,Erode,Andhra Pradesh,691787,"H.No. 07, Mukhopadhyay Circle
Kollam 579463",Maxi Dress,Kids,Manyavar,XL,Green,Georgette,2024-10-15,4,2201.12,0.05,8364.26,418.21,UPI,c12ba9fe-4f4,BlueDart,115.41,Pending,2024-10-20,2024-10-22,Chinsurah,Telangana,Returned,2.3,Platinum,
55031486,decb5e01-c,P8054,S5,Tanish Pal,27,Female,+915847806287,msem@example.net,Nagaon,Karnataka,051680,"50/691
Suri Circle, Bulandshahr-246696",Culottes,Men,Biba,XXL,Green,Linen,2024-06-19,4,656.04,0.12,2309.26,115.46,Debit Card,3b88c171-d16,BlueDart,87.85,Delivered,2024-06-26,2024-06-25,Katni,Andhra Pradesh,Not Returned,4.9,Platinum,
51595fe3,28b73d19-c,P1312,S9,Gautam Thaman,39,Male,07032470259,agrawalleena@example.net,Hubli–Dharwad,Madhya Pradesh,133264,"52
Chand Path
Ozhukarai-495346",A-line Dress,Men,Utsa,XXL,Yellow,Linen,2025-03-17,1,4100.14,0.22,3198.11,159.91,Net Banking,e882b24c-2da,BlueDart,42.57,Cancelled,2025-03-24,2025-03-26,Gurgaon,Kerala,Not Returned,1.3,Platinum,
f173c798,51f00cf2-1,P4399,S10,Dhruv Chahal,46,Male,06361428165,vsagar@example.net,Thane,Mizoram,998885,"39/45, Chad Circle, Bhiwani-713702",Shirts,Kids,Utsa,L,White,Cotton,2024-04-09,1,4232.37,0.23,3258.92,162.95,Credit Card,086bbf49-1b0,BlueDart,113.62,Pending,2024-04-13,2024-04-15,Bihar Sharif,Arunachal Pradesh,Not Returned,3.0,Platinum,
f7969e03,69c747ae-e,P4464,S5,Faqid Bhatnagar,60,Other,8878236785,kumerandrew@example.net,Guntur,Meghalaya,724258,"12/59, Virk Marg
Ujjain-228092",Blouse,Women,W,S,Black,Cotton,2025-03-03,1,2276.12,0.25,1707.09,85.35,UPI,24c7b670-61c,Delhivery,134.76,Cancelled,2025-03-10,2025-03-08,Ambattur,Jharkhand,Not Returned,3.3,Gold,
573e876c,82cb495a-4,P2190,S7,Meera Verma,44,Female,04812986060,yshroff@example.org,Danapur,Manipur,740303,"34/422
Basu Ganj, Ludhiana 646392",Choli,Kids,Utsa,S,White,Silk,2025-03-11,2,4284.07,0.09,7797.01,389.85,Debit Card,e2ebdc32-2bf,Delhivery,104.71,In Transit,2025-03-17,2025-03-18,Chandigarh,Kerala,Returned,1.8,Platinum,
943b0153,e671e62a-a,P1997,S7,Hritik Bhatnagar,46,Male,0336650880,vrittikale@example.org,Panipat,Jharkhand,772745,"83/552
Agate Nagar, Jamshedpur 387246",Anarkali,Women,FabIndia,L,Maroon,Georgette,2024-09-25,2,2640.9,0.08,4859.26,242.96,Debit Card,0e02bef7-40c,Delhivery,43.05,Delivered,2024-09-28,2024-09-26,Gaya,Uttar Pradesh,Returned,3.0,Silver,
6d8baaea,dd34d339-8,P1916,S6,Imaran Palla,62,Male,2241311777,pbedi@example.com,Kanpur,Bihar,767430,"429, Thaker Circle, Katni 830135",Peplum Top,Kids,Soch,XL,Green,Rayon,2025-02-20,1,3326.55,0.27,2428.38,121.42,Debit Card,4712134b-3c1,BlueDart,94.58,Cancelled,2025-02-27,2025-02-27,Loni,Goa,Returned,3.9,Silver,
0d39078e,4547e174-b,P6807,S9,Jagdish Dugal,51,Other,9018239448,ravaldeepa@example.com,Siliguri,Punjab,668550,"H.No. 197, Baria Nagar
North Dumdum-003228",Palazzo,Kids,W,XS,Green,Cotton,2024-12-29,2,3357.97,0.04,6447.3,322.37,Credit Card,2efaaca0-5f8,BlueDart,67.41,Delivered,2025-01-03,2025-01-01,Gurgaon,Kerala,Not Returned,3.4,Gold,
799ad8d4,eb81886d-7,P4211,S3,Tanay Bora,65,Other,+913731727057,qsaraf@example.com,Noida,Assam,855313,"188, Brahmbhatt Marg, Udupi 553171",Salwar,Kids,W,L,Blue,Silk,2024-12-21,4,3546.57,0.08,13051.38,652.57,Debit Card,9218cec2-9e9,India Post,62.53,Pending,2024-12-24,2024-12-22,Gurgaon,Karnataka,Returned,3.7,Silver,
6e45dccf,2e22a266-9,P1311,S3,Rushil Patla,65,Female,5203985697,wishi33@example.com,Rourkela,Telangana,702594,"H.No. 747, Panchal Zila
Moradabad-153763",Capes,Kids,W,XS,Green,Cotton,2024-10-14,1,1863.76,0.15,1584.2,79.21,UPI,7adcddfc-82b,BlueDart,117.41,Cancelled,2024-10-17,2024-10-18,Kumbakonam,Punjab,Not Returned,3.1,Platinum,
28e91bbc,b0f28289-e,P1647,S3,Chanakya Kumer,31,Male,01040079922,qvarkey@example.com,Bokaro,Mizoram,350950,"H.No. 71
Choudhary, Arrah-975549",Shirt Dress,Men,FabIndia,M,Blue,Cotton,2024-10-15,3,4908.79,0.28,10602.99,530.15,Cash on Delivery,60dc5e16-6e1,Shadowfax,78.96,Delivered,2024-10-18,2024-10-17,Jalandhar,Manipur,Not Returned,4.5,Bronze,
3365ba1c,679b2649-9,P8245,S8,Rachita Badal,26,Male,+918293677123,chakrabortynikita@example.org,Panchkula,Bihar,734498,"20, Bir, Avadi-448326",Poncho,Kids,W,XXL,Blue,Silk,2024-05-20,2,3362.37,0.17,5581.53,279.08,Debit Card,70090b93-09b,BlueDart,37.08,Delivered,2024-05-25,2024-05-27,Gangtok,Arunachal Pradesh,Returned,4.8,Gold,
8f1a0c98,7c4f725f-6,P6343,S10,Aahana Bose,34,Other,2834638673,nandini07@example.net,Meerut,Meghalaya,391956,"91/78
Krishnamurthy Chowk
Ichalkaranji-619161",Shirts,Kids,Manyavar,XS,Green,Georgette,2024-11-05,5,971.22,0.16,4079.12,203.96,Net Banking,4b0945ff-528,Shadowfax,103.2,Delivered,2024-11-09,2024-11-07,Bellary,Uttar Pradesh,Not Returned,2.7,Platinum,
6b7fa04e,75c7059f-f,P6465,S2,Chandran Kunda,43,Female,09094734065,zashilvora@example.org,Mahbubnagar,Mizoram,127633,"30
Varty Marg, Bhind-917003",Suits,Men,Soch,L,Red,Georgette,2025-03-02,4,3309.84,0.09,12047.82,602.39,UPI,ece85595-95a,Shadowfax,114.96,Pending,2025-03-06,2025-03-06,Faridabad,Rajasthan,Returned,3.0,Bronze,Faris Bora
0052d09d,8fbd0f74-e,P8786,S8,Viraj Sundaram,27,Male,+917135464566,vdevan@example.org,Rajkot,Andhra Pradesh,599787,"73/74
Bora Chowk, Mango-230146",Saree,Men,Soch,L,White,Georgette,2025-03-21,3,748.55,0.14,1931.26,96.56,Credit Card,61e7dcd2-8e9,Ecom Express,117.97,Pending,2025-03-26,2025-03-25,Tadipatri,Gujarat,Not Returned,4.7,Bronze,
93f94035,e5499e0e-5,P4694,S6,Widisha Tandon,46,Male,8375052649,ladraagini@example.org,Kanpur,Rajasthan,079280,"714, Kapoor Chowk, Panihati 860211",Tweed Coat,Men,FabIndia,L,Yellow,Silk,2024-06-25,5,1367.54,0.25,5128.27,256.41,Debit Card,1d336665-9e0,Ecom Express,99.68,In Transit,2024-06-29,2024-06-29,Muzaffarnagar,Rajasthan,Not Returned,4.4,Platinum,
e63a197a,1d8f87ea-5,P9206,S4,Quincy Tata,33,Other,8687753628,ahujalopa@example.net,Jaunpur,Kerala,642943,"H.No. 42
Borah Nagar
Bidar-220567",Kameez,Kids,W,L,Red,Silk,2024-12-26,5,4161.21,0.03,20181.87,1009.09,UPI,07ade37e-48f,Ecom Express,105.67,Delivered,2024-12-29,2024-12-28,Gaya,Bihar,Not Returned,4.6,Gold,
9082cda7,c04cf548-b,P3750,S4,Harshil Comar,48,Other,+912952735514,gopaladweta@example.net,Bangalore,Mizoram,699557,"379, Karan Zila, Katni 060071",Bomber Jacket,Kids,Soch,XL,Red,Rayon,2024-04-23,5,1845.26,0.09,8395.93,419.8,Net Banking,42dfe1f4-6fe,Shadowfax,77.4,In Transit,2024-04-28,2024-04-26,Vadodara,Tamil Nadu,Not Returned,2.4,Platinum,
1c434206,de9f1589-9,P2401,S9,Harrison Mane,36,Male,9219193026,esane@example.com,South Dumdum,Maharashtra,728486,"H.No. 014
Keer Nagar, Agra-837157",Flared Pants,Women,Manyavar,L,White,Silk,2024-08-27,5,4445.42,0.05,21115.74,1055.79,Net Banking,c266fc3a-f98,Delhivery,62.92,Delivered,2024-09-03,2024-09-03,Solapur,Madhya Pradesh,Returned,3.7,Bronze,
3197d698,d97e0a8f-c,P8348,S6,Chasmum Walia,34,Female,09713097931,anandodika@example.com,Pune,Chhattisgarh,613260,"46/115
Bahl Chowk
Jamalpur-758133",Bomber Jacket,Women,Utsa,M,Blue,Cotton,2024-11-26,3,3995.97,0.15,10189.72,509.49,Cash on Delivery,2a316f2f-ae0,Delhivery,72.27,Cancelled,2024-12-02,2024-12-03,Giridih,Telangana,Returned,3.4,Silver,
d4a604b3,304ec8ff-6,P1923,S4,Parth Varghese,25,Female,+913559683257,hsehgal@example.net,Raebareli,Nagaland,075740,"106
Bhagat Circle
Kamarhati 140689",Sherwani,Men,Soch,S,Black,Cotton,2025-03-21,4,2926.38,0.07,10886.13,544.31,Net Banking,292d9e03-e64,BlueDart,148.46,In Transit,2025-03-26,2025-03-24,Saharsa,Tripura,Returned,3.7,Gold,Nachiket Srinivas
40d88552,c3e85e9f-f,P8919,S8,Bhavna Ramesh,19,Other,+911648634347,bhattkai@example.com,Bahraich,Rajasthan,896556,"741
Shankar Ganj, Panchkula 709686",Shirts,Men,Biba,XXL,White,Georgette,2024-12-15,5,1735.17,0.09,7895.02,394.75,Net Banking,22ce1c52-18e,Ecom Express,43.46,Delivered,2024-12-21,2024-12-22,Kolhapur,Assam,Not Returned,1.5,Platinum,
